trial	parent	stage	val_bpb	training_seconds	status	description
t0099	t0096	explore	0.967290	300.100000	discard	One constant changed on champion t0096: FINAL_LR_FRAC from 0.1 to 0.2, so get_lr_multiplier decays to a fifth of peak rather than a tenth across the warmdown. WARMDOWN_RATIO stays at its bracketed 0.5 and WARMUP_RATIO stays 0.0. The averaging mechanism is retained exactly as promoted, EMA_START 0.7 and EMA_DECAY 0.99, the latter now bracketed by t0097 at 0.995 and t0098 at 0.98 and settled. Everything else matches the champion: the corrected value-embedding init, VALUE_EMBEDDING_LR 0.3, depth 12, the SSL pattern with a 256-token short span, document masking, output softcap 13, batch 2**17 and WEIGHT_DECAY 0.146.
t0100	t0096	explore	0.969158	300.100000	discard	One constant changed on champion t0096: FINAL_LR_FRAC from 0.1 to 0.4, so get_lr_multiplier decays only to two fifths of peak across the warmdown instead of a tenth. WARMDOWN_RATIO stays at its bracketed 0.5 and WARMUP_RATIO stays 0.0. The averaging mechanism is unchanged and settled: EMA_START 0.7 with EMA_DECAY 0.99, bracketed at 0.98 and 0.995. Everything else matches the champion, including the corrected value-embedding init, VALUE_EMBEDDING_LR 0.3, depth 12, the SSL pattern with a 256-token short span, document masking, output softcap 13, batch 2**17 and WEIGHT_DECAY 0.146.
t0101	t0096	explore	0.968589	300.000000	discard	One constant changed on champion t0096: WARMDOWN_RATIO from 0.5 to 0.35, so the full rate is held until 65 percent of the time budget and the decay to the 0.1 floor occupies the final 35 percent. WARMUP_RATIO stays 0.0 and FINAL_LR_FRAC stays 0.1, which t0099 measured as non-binding at 0.2 and t0100 showed regresses by 0.001872 at 0.4. The averaging mechanism is unchanged and settled at EMA_START 0.7 with EMA_DECAY 0.99. Note that the averaging phase and the anneal now overlap differently: averaging still begins at 70 percent of the budget, which is now inside the decay rather than at its midpoint.
t0102	t0096	explore	0.968007	300.100000	discard	One expression changed on champion t0096: the warmdown segment of get_lr_multiplier from a linear interpolation to a cosine between the identical endpoints, 1.0 at the start of the decay and FINAL_LR_FRAC at its end. WARMDOWN_RATIO stays at its bracketed 0.5, WARMUP_RATIO stays 0.0 and FINAL_LR_FRAC stays 0.1, so the schedule occupies the same span and terminates at the same value; only the path between them differs. The averaging mechanism is unchanged at EMA_START 0.7 and EMA_DECAY 0.99, and because the warmdown length is unchanged the two remain independent, unlike in t0101. Everything else matches the champion, including the corrected value-embedding init, VALUE_EMBEDDING_LR 0.3, depth 12, the SSL pattern with a 256-token short span, document masking, output softcap 13, batch 2**17 and WEIGHT_DECAY 0.146.
t0103	t0096	explore	0.974490	300.100000	discard	Lookahead added to champion t0096, with LOOKAHEAD_K of 5 and LOOKAHEAD_ALPHA of 0.5. Every fifth optimizer step, an fp32 slow copy of every parameter is moved halfway toward the live weights and the live weights are copied back from it. The existing endpoint EMA is retained unchanged at EMA_START 0.7 and EMA_DECAY 0.99, so the two mechanisms coexist: Lookahead shapes the trajectory during training, the EMA denoises what is finally evaluated. Everything else matches the champion, including the linear anneal that t0102 confirmed beats cosine, WARMDOWN_RATIO 0.5, FINAL_LR_FRAC 0.1, the corrected value-embedding init, VALUE_EMBEDDING_LR 0.3, depth 12, the SSL pattern with a 256-token short span, document masking, output softcap 13, batch 2**17 and WEIGHT_DECAY 0.146.
t0104	t0096	explore	0.969680	300.000000	discard	Lookahead added to champion t0096 but scoped to the AdamW parameter groups only, selected at first use by filtering optimizer.param_groups on kind. LOOKAHEAD_K is 5 and LOOKAHEAD_ALPHA is 0.5, as in t0103. The Muon matrix groups are left entirely alone, so their momentum and variance buffers stay consistent with the parameters they describe. The endpoint EMA is retained unchanged at EMA_START 0.7 and EMA_DECAY 0.99. Everything else matches the champion: the linear anneal confirmed over cosine in t0102, WARMDOWN_RATIO 0.5, FINAL_LR_FRAC 0.1, the corrected value-embedding init, VALUE_EMBEDDING_LR 0.3, depth 12, the SSL pattern with a 256-token short span, document masking, output softcap 13, batch 2**17 and WEIGHT_DECAY 0.146.
t0105	t0096	recombine	0.968249	300.100000	discard	Auxiliary z-loss added to champion t0096. GPT.forward gains a z_loss keyword defaulting to 0.0; when positive it adds the coefficient times the mean squared log-sum-exp of the logits over non-ignored targets. The training loop passes Z_LOSS of 1e-4. The default of 0.0 is what makes this safe for the contract: prepare.evaluate_bpb calls the model as model(x, y, reduction=none) and cannot pass the keyword, so the locked metric is computed from cross-entropy alone and the penalty exists only in the training objective. The output softcap of 13 is retained rather than replaced, since the two act differently, one clipping the function and one shaping the loss. Everything else matches the champion, including the endpoint EMA, the linear anneal, depth 12, the SSL pattern with a 256-token short span, document masking, batch 2**17 and WEIGHT_DECAY 0.146.
t0106	t0096	explore	-	-	failed	Training context reduced on champion t0096: a new TRAIN_SEQ_LEN of 1024 replaces MAX_SEQ_LEN in both the model config and the training dataloader, and DEVICE_BATCH_SIZE doubles from 64 to 128 so tokens per forward-backward stays at exactly 2**17 and gradient accumulation stays at 1. The window sizes derive from config.sequence_len, so the four full-context layers now span 1024 and the eight short layers keep their 256-token span. Evaluation is unchanged and remains exact: prepare.evaluate_bpb divides EVAL_TOKENS by batch times MAX_SEQ_LEN, which at 128 by 2048 gives exactly 80 steps over the same 20,971,520 validation tokens as every previous trial. Everything else matches the champion, including the endpoint EMA, the linear anneal, document masking, depth 12, batch 2**17 and WEIGHT_DECAY 0.146.
t0107	t0106	debug	0.967646	300.000000	discard	Debug repair of t0106 with the hypothesis intact. Two remaining uses of MAX_SEQ_LEN in the training path now use TRAIN_SEQ_LEN: tokens_per_fwdbwd, which restores 128 times 1024 equals exactly 131072 tokens per forward-backward and gradient accumulation of 1; and the max_seqlen argument passed to build_varlen, which should describe the rows actually being processed rather than a longer hint. I audited every occurrence of MAX_SEQ_LEN in the file before editing rather than after: the only remaining use is the import itself, which prepare.evaluate_bpb relies on to build its own loader at the full 2048, so evaluation is untouched and still scores exactly 80 batches over the same 20,971,520 validation tokens. TRAIN_SEQ_LEN stays 1024, DEVICE_BATCH_SIZE stays 128, and everything else matches champion t0096.
t0108	t0096	explore	0.971588	300.100000	discard	One initialisation changed on champion t0096: resid_lambdas filled with 0.95 instead of 1.0 in init_weights, which is what actually sets the values since the model is built on the meta device and materialised by to_empty. x0_lambdas stays at 0.1 and SCALAR_LR stays 0.5, so the group still learns at the rate bracketed in t0062 and t0063; resid_lambdas specifically learns at scalar_lr times 0.01, or 0.005, which is slow enough that the initialisation governs a meaningful part of the run. The short training context from t0106 and t0107 is not carried forward, having cost 0.000360 for only 2 percent more steps. Everything else matches the champion.
t0109	t0096	explore	0.967923	300.100000	discard	One learning rate changed on champion t0096: EMBEDDING_LR from 0.6 to 0.9, which after the t0089 decoupling affects only the transformer.wte group. VALUE_EMBEDDING_LR stays at its bracketed 0.3, UNEMBEDDING_LR stays 0.002 and MATRIX_LR stays 0.0163. The damped residual carry from t0108 is not carried forward, having cost 0.004302. Everything else matches the champion: the endpoint EMA at decay 0.99, the linear anneal, the corrected value-embedding init, depth 12, the SSL pattern with a 256-token short span, document masking, output softcap 13, batch 2**17 and WEIGHT_DECAY 0.146.
t0110	t0096	explore	1.019412	300.100000	discard	One constant changed on champion t0096: the softcap in GPT.forward from 13 to 16, applied identically as softcap times tanh of logits over softcap after the float32 cast. The step of three is chosen to match the size of the last move that paid, 10 to 13, rather than to probe finely. The retuned wte rate from t0109 is not carried forward, having cost 0.000637, and the damped residual carry from t0108 is not either. Everything else matches the champion: the endpoint EMA at decay 0.99, the linear anneal, the corrected value-embedding init with VALUE_EMBEDDING_LR 0.3, depth 12, the SSL pattern with a 256-token short span, document masking, batch 2**17 and WEIGHT_DECAY 0.146.
t0112	t0096	explore	0.971295	300.000000	discard	One constant changed on champion t0096: the softcap in GPT.forward from 13 to 15. Everything else matches the champion, including the endpoint EMA at decay 0.99, the linear anneal, the corrected value-embedding init with VALUE_EMBEDDING_LR 0.3, depth 12, the SSL pattern with a 256-token short span, document masking, batch 2**17 and WEIGHT_DECAY 0.146. Note the operating change around this node: the controller was restarted on an uncontended GPU after a foreign job appeared on the previous one, so this is the first trial measured on the new device. The hardware is identical, another H200 on the same host, and the training contract is unchanged, but a systematic offset between devices cannot be excluded from a single trial and should be watched for across the next few.
